LAMMPS data file via write_data, version 2 Jun 2022, timestep = 500000

192 atoms
2 atom types
128 bonds
1 bond types
64 angles
1 angle types

0 24.8895 xlo xhi
0 24.8895 ylo yhi
0 12.4447 zlo zhi

Masses

1 15.9994
2 1.008

Pair Coeffs # lj/cut/tip4p/long

1 0.1852 3.1589
2 0 0

Bond Coeffs # harmonic

1 0 0.9572

Angle Coeffs # harmonic

1 0 104.52

Atoms # full

173 58 2 0.5897 2.4061166985165094 2.526787267420205 7.754533401269843 0 0 3
65 22 2 0.5897 7.146874484151485 6.060494183353888 6.583133984248487 0 0 -1
187 63 1 -1.1794 10.194453736983982 5.663556229501661 11.884437661011543 0 0 1
189 63 2 0.5897 9.673590961336513 4.927576649402052 11.563084487819863 0 0 1
164 55 2 0.5897 4.219577899625864 2.399853823539455 0.23457560051178897 0 0 2
142 48 1 -1.1794 1.105901553567559 4.919449008882935 1.0487592710733413 0 0 -1
144 48 2 0.5897 1.5489724698461962 4.855319752017285 0.20270527475101757 0 0 -1
147 49 2 0.5897 3.875112843065012 4.254527947398596 6.027898634002777 0 0 2
145 49 1 -1.1794 4.447110301167477 4.875591063308104 5.576976434315896 0 0 2
134 45 2 0.5897 3.4949792375762176 5.359806137999459 2.8933151344881733 0 0 1
113 38 2 0.5897 5.255554539257736 1.214713785245926 9.265563610914473 0 0 -3
133 45 1 -1.1794 4.167372496196714 4.678552387074463 2.8897834911381155 0 0 1
135 45 2 0.5897 4.4352486863702945 4.601002511361437 3.8054572210792332 0 0 1
141 47 2 0.5897 4.089666710611473 3.118500743704394 2.347216957623737 0 0 -1
139 47 1 -1.1794 3.9309282144436266 2.176683918453566 2.283864640250675 0 0 -1
146 49 2 0.5897 4.986817496099353 5.252807975884024 6.27171127537221 0 0 2
143 48 2 0.5897 1.6334972003926849 5.541728109806492 1.5494025846648005 0 0 -1
163 55 1 -1.1794 4.499772141096225 2.6744671601986303 11.806172157201676 0 0 1
165 55 2 0.5897 3.859426747769147 3.336591734985243 11.545826367456142 0 0 1
140 47 2 0.5897 3.020569647287615 2.067718065856628 2.5588270292927526 0 0 -1
78 26 2 0.5897 1.1712706117243217 3.3091721286532865 2.3920933004485505 0 0 2
76 26 1 -1.1794 1.2537381246061234 2.576462704011905 3.0024773621187566 0 0 2
103 35 1 -1.1794 8.194716781562136 3.393222660936542 4.854029629665975 0 0 2
