   Step          Temp          Press          Volume         PotEng         KinEng         TotEng        Enthalpy   
   1023000   2972.9352      3378.3637      12419.207     -2878.2268      331.63539     -2546.5914     -2520.4041    
   1024000   3004.8119     -652.01465      12419.207     -2889.6506      335.19129     -2554.4593     -2559.5133    
   1025000   3027.0403     -4410.2138      12419.207     -2893.1398      337.6709      -2555.4689     -2589.6545    
   1026000   3034.4412     -3162.0075      12419.207     -2894.7251      338.49648     -2556.2286     -2580.7388    
   1027000   3020.0804      2224.8021      12419.207     -2879.2847      336.89452     -2542.3902     -2525.1447    
   1028000   2886.7019     -7364.5025      12419.207     -2899.8293      322.01595     -2577.8134     -2634.899     
   1029000   2974.3304     -1702.8292      12419.207     -2888.7319      331.79103     -2556.9409     -2570.1403    
   1030000   2947.6149     -7862.3113      12419.207     -2898.4497      328.81088     -2569.6388     -2630.5832    
   1031000   3075.7814     -5920.2759      12419.207     -2895.7695      343.10805     -2552.6614     -2598.5522    
   1032000   2986.78       -1486.2553      12419.207     -2883.9535      333.17981     -2550.7737     -2562.2944    
   1033000   2985.3947      4662.7146      12419.207     -2873.6001      333.02527     -2540.5749     -2504.432     
   1034000   2861.642       155.41617      12419.207     -2888.1183      319.22048     -2568.8978     -2567.6931    
   1035000   2899.8388     -1215.299       12419.207     -2883.3943      323.48138     -2559.9129     -2569.3332    
   1036000   3055.3478      3454.0197      12419.207     -2880.4139      340.82865     -2539.5852     -2512.8115    
   1037000   3047.1714      2742.8246      12419.207     -2883.8735      339.91656     -2543.9569     -2522.696     
   1038000   2918.164      -4024.7003      12419.207     -2893.5477      325.52558     -2568.0221     -2599.2194    
   1039000   3005.6852      2700.5447      12419.207     -2883.0864      335.28871     -2547.7977     -2526.8646    
   1040000   2983.7369     -166.94948      12419.207     -2881.933       332.84035     -2549.0926     -2550.3867    
   1041000   2815.5009     -1186.6681      12419.207     -2886.5949      314.07337     -2572.5215     -2581.7199    
   1042000   2997.082      -1192.0421      12419.207     -2883.7586      334.32901     -2549.4296     -2558.6697    
   1043000   2999.1397     -3975.4618      12419.207     -2891.0848      334.55855     -2556.5263     -2587.3419    
   1044000   3081.4163     -2385.6498      12419.207     -2890.8598      343.73662     -2547.1232     -2565.6155    
   1045000   2925.7347      1654.9166      12419.207     -2878.155       326.37011     -2551.7849     -2538.9568    
   1046000   2943.9264      3476.5097      12419.207     -2879.6419      328.39942     -2551.2425     -2524.2944    
   1047000   2998.8668     -1001.5541      12419.207     -2890.7532      334.5281      -2556.2251     -2563.9886    
   1048000   2871.0681     -2327.9013      12419.207     -2888.2387      320.27197     -2567.9667     -2586.0113    
   1049000   3103.6534     -1380.836       12419.207     -2891.471       346.21721     -2545.2538     -2555.9573    
   1050000   3071.2322      153.92879      12419.207     -2884.0464      342.60057     -2541.4458     -2540.2527    
   1051000   2963.6171     -2642.9707      12419.207     -2889.2966      330.59595     -2558.7006     -2579.1875    
   1052000   2988.268      -7139.7544      12419.207     -2900.0762      333.3458      -2566.7304     -2622.0739    
   1053000   2973.7855     -1706.0321      12419.207     -2889.9397      331.73025     -2558.2095     -2571.4337    
   1054000   3147.4967      1438.4235      12419.207     -2883.7223      351.10799     -2532.6144     -2521.4645    
   1055000   3012.1584     -1898.9461      12419.207     -2894.5838      336.0108      -2558.573      -2573.2926    
   1056000   3113.8698      793.70314      12419.207     -2885.135       347.35686     -2537.7781     -2531.6257    
   1057000   2965.8577     -290.70969      12419.207     -2881.7221      330.84589     -2550.8762     -2553.1296    
   1058000   3097.6622      3499.3205      12419.207     -2884.7324      345.54888     -2539.1835     -2512.0587    
   1059000   3009.7546      1237.3281      12419.207     -2881.7165      335.74266     -2545.9738     -2536.3827    
   1060000   2960.0408      1280.5106      12419.207     -2882.8839      330.19701     -2552.6869     -2542.7611    
   1061000   2986.5        -6378.8001      12419.207     -2894.7805      333.14858     -2561.6319     -2611.0769    
   1062000   3013.0015     -2743.0903      12419.207     -2887.6041      336.10485     -2551.4992     -2572.7622    
   1063000   2946.9217     -5037.2356      12419.207     -2891.8311      328.73355     -2563.0975     -2602.1435    
   1064000   3042.9679     -2130.9269      12419.207     -2888.0436      339.44765     -2548.5959     -2565.1137    
   1065000   2933.5061     -4398.5989      12419.207     -2898.5965      327.23702     -2571.3595     -2605.4551    
   1066000   3045.0709     -3450.779       12419.207     -2893.6697      339.68225     -2553.9874     -2580.736     
   1067000   2965.8725     -19.281866      12419.207     -2884.0603      330.84754     -2553.2128     -2553.3622    
   1068000   2960.0901      1352.66        12419.207     -2879.2264      330.20251     -2549.0239     -2538.5388    
   1069000   2952.3071     -6699.8545      12419.207     -2895.3434      329.3343      -2566.0091     -2617.9427    
   1070000   3098.4148      1136.574       12419.207     -2881.478       345.63283     -2535.8451     -2527.035     
   1071000   2999.6638     -1321.3187      12419.207     -2893.5023      334.61701     -2558.8853     -2569.1274    
   1072000   2756.7392      300.18782      12419.207     -2885.8945      307.5184      -2578.3761     -2576.0492    
   1073000   2957.5386      2241.0298      12419.207     -2879.4368      329.91788     -2549.519      -2532.1477    
   1074000   3034.6786      4159.019       12419.207     -2878.8654      338.52297     -2540.3424     -2508.1039    
   1075000   3037.5618     -4309.8336      12419.207     -2897.6872      338.84459     -2558.8426     -2592.2501    
   1076000   2924.0735      8726.7368      12419.207     -2865.2071      326.18481     -2539.0223     -2471.3774    
   1077000   3024.0641      647.20907      12419.207     -2884.0363      337.3389      -2546.6974     -2541.6806    
   1078000   2859.4338     -330.55039      12419.207     -2885.6802      318.97415     -2566.7061     -2569.2683    
   1079000   3060.6019      1639.4893      12419.207     -2881.6883      341.41475     -2540.2736     -2527.5652    
   1080000   2965.1129      666.86578      12419.207     -2881.092       330.76281     -2550.3292     -2545.16      
   1081000   3114.8208      198.44062      12419.207     -2882.9546      347.46295     -2535.4916     -2533.9534    
   1082000   2918.5958     -4940.407       12419.207     -2888.9007      325.57375     -2563.3269     -2601.6223    
   1083000   2949.957       1475.8433      12419.207     -2883.2011      329.07214     -2554.129      -2542.689     
   1084000   3024.4704      1623.0575      12419.207     -2880.0262      337.38423     -2542.642      -2530.0609    
   1085000   3011.9351     -2022.1271      12419.207     -2890.2262      335.98589     -2554.2403     -2569.9147    
   1086000   2954.1909      5423.3231      12419.207     -2876.2491      329.54444     -2546.7047     -2504.666     
   1087000   3045.8882      6431.1575      12419.207     -2874.1982      339.77341     -2534.4248     -2484.574     
   1088000   3038.093      -2488.6934      12419.207     -2890.4404      338.90385     -2551.5365     -2570.8276    
   1089000   3009.8094     -226.31421      12419.207     -2884.0073      335.74877     -2548.2585     -2550.0128    
   1090000   3069.8958     -670.97532      12419.207     -2883.7268      342.4515      -2541.2753     -2546.4763    
   1091000   2987.0633      866.90521      12419.207     -2881.5086      333.2114      -2548.2972     -2541.5774    
   1092000   3095.1282     -2035.2567      12419.207     -2894.6154      345.2662      -2549.3492     -2565.1254    
   1093000   2998.4095      251.70825      12419.207     -2885.5246      334.47709     -2551.0475     -2549.0964    
   1094000   2979.7705     -8001.062       12419.207     -2896.7505      332.39788     -2564.3526     -2626.3725    
   1095000   2865.4501     -6265.5474      12419.207     -2891.179       319.64527     -2571.5337     -2620.1009    
   1096000   2934.4335     -3337.8736      12419.207     -2891.9071      327.34048     -2564.5666     -2590.44      
   1097000   3048.4132      1694.4947      12419.207     -2884.6679      340.05509     -2544.6129     -2531.4781    
   1098000   3071.8007     -720.46871      12419.207     -2886.534       342.664       -2543.87       -2549.4547    
   1099000   2864.3447     -5061.0704      12419.207     -2891.0564      319.52197     -2571.5344     -2610.7651    
   1100000   3039.2367     -3941.522       12419.207     -2893.8627      339.03143     -2554.8312     -2585.3838    
   1101000   3125.3207     -6093.8845      12419.207     -2902.0154      348.63423     -2553.3812     -2600.6177    
   1102000   2930.4438     -1123.8862      12419.207     -2882.8957      326.89542     -2556.0003     -2564.712     
   1103000   2857.3889     -701.74885      12419.207     -2886.022       318.74603     -2567.276      -2572.7156    
   1104000   2876.7402     -4216.397       12419.207     -2888.9301      320.9047      -2568.0254     -2600.7086    
   1105000   2965.5361      747.01067      12419.207     -2881.8533      330.81001     -2551.0433     -2545.2528    
   1106000   3031.6789      372.96463      12419.207     -2883.5522      338.18834     -2545.3638     -2542.4728    
   1107000   2948.1016     -3182.3564      12419.207     -2887.8491      328.86518     -2558.9839     -2583.6518    
   1108000   3144.4193      4361.1751      12419.207     -2881.79        350.76471     -2531.0253     -2497.2198    
   1109000   2912.829       2040.182       12419.207     -2875.9228      324.93045     -2550.9924     -2535.178     
   1110000   2918.3457      582.11016      12419.207     -2881.3317      325.54585     -2555.7859     -2551.2737    
   1111000   2775.1503     -3120.4866      12419.207     -2887.9976      309.5722      -2578.4254     -2602.6137    
   1112000   3026.2113     -1114.4681      12419.207     -2883.9633      337.57842     -2546.3849     -2555.0236    
   1113000   3101.9386     -4524.5817      12419.207     -2893.5431      346.02592     -2547.5172     -2582.5893    
   1114000   2910.4431     -2659.7463      12419.207     -2887.0953      324.66431     -2562.431      -2583.0479    
   1115000   2964.5087     -1831.6775      12419.207     -2891.4261      330.69541     -2560.7307     -2574.9289    
   1116000   2999.0306     -1943.6445      12419.207     -2889.4953      334.54638     -2554.9489     -2570.015     
   1117000   2927.3922     -4619.9055      12419.207     -2894.0684      326.555       -2567.5134     -2603.3244    
   1118000   2870.7491      4116.71        12419.207     -2873.0867      320.23638     -2552.8503     -2520.9398    
   1119000   2933.1388     -7225.585       12419.207     -2900.7108      327.19605     -2573.5148     -2629.5236    
   1120000   2959.3288     -1146.2675      12419.207     -2884.4947      330.11758     -2554.3771     -2563.2623    
   1121000   2873.1545     -2377.025       12419.207     -2888.066       320.50471     -2567.5613     -2585.9867    
   1122000   2835.0326      4351.9405      12419.207     -2873.9102      316.25215     -2557.6581     -2523.9242    
   1123000   2861.7613     -6361.655       12419.207     -2889.9793      319.23378     -2570.7455     -2620.0576    
   1124000   3054.2775      3392.5282      12419.207     -2875.8231      340.70925     -2535.1139     -2508.8169    
   1125000   3032.5252     -930.80304      12419.207     -2883.6941      338.28275     -2545.4113     -2552.6264    
   1126000   2901.5932     -4432.4526      12419.207     -2890.2915      323.67709     -2566.6144     -2600.9724    
   1127000   2980.5849     -1531.1781      12419.207     -2884.9199      332.48873     -2552.4312     -2564.3       
   1128000   2966.0104      8589.0168      12419.207     -2866.3673      330.86293     -2535.5044     -2468.927     
   1129000   3018.6883      7316.6234      12419.207     -2871.7788      336.73923     -2535.0395     -2478.325     
   1130000   3057.8443      4063.7409      12419.207     -2887.4374      341.10713     -2546.3303     -2514.8303    
   1131000   3001.2949     -263.99168      12419.207     -2889.0909      334.79897     -2554.2919     -2556.3383    
   1132000   2943.7426     -1267.0209      12419.207     -2890.7927      328.37892     -2562.4138     -2572.2351    
   1133000   2931.3291      280.37919      12419.207     -2882.9677      326.99418     -2555.9735     -2553.8002    
   1134000   2972.9125      3228.1648      12419.207     -2874.0626      331.63287     -2542.4298     -2517.4068    
   1135000   2865.6539      2913.1234      12419.207     -2877.8857      319.66801     -2558.2177     -2535.6367    
   1136000   2773.7815     -1029.0996      12419.207     -2884.2435      309.4195      -2574.824      -2582.801     
   1137000   2977.1246     -494.71803      12419.207     -2883.128       332.10273     -2551.0252     -2554.86      
   1138000   3013.2184     -3292.4127      12419.207     -2888.4124      336.12905     -2552.2833     -2577.8043    
   1139000   2912.1022     -7288.7744      12419.207     -2898.5496      324.84938     -2573.7002     -2630.1989    
   1140000   3046.4919      3784.8934      12419.207     -2883.4443      339.84076     -2543.6035     -2514.2651    
   1141000   3004.352      -4569.3271      12419.207     -2891.231       335.13999     -2556.091      -2591.51      
   1142000   2958.4054     -2410.4568      12419.207     -2888.2924      330.01458     -2558.2778     -2576.9624    
   1143000   2902.74       -2139.6884      12419.207     -2886.961       323.80501     -2563.156      -2579.7417    
   1144000   2966.1105     -6721.5449      12419.207     -2898.5716      330.87409     -2567.6976     -2619.7993    
   1145000   2813.2398     -3091.5454      12419.207     -2887.282       313.82113     -2573.4608     -2597.4248    
   1146000   3040.5571      7493.4825      12419.207     -2864.9873      339.17872     -2525.8086     -2467.7232    
   1147000   3008.9009     -1872.7156      12419.207     -2890.9391      335.64742     -2555.2916     -2569.8079    
   1148000   3038.9904      2468.2161      12419.207     -2878.8405      339.00395     -2539.8365     -2520.7043    
   1149000   2881.7374     -2960.9395      12419.207     -2893.9188      321.46215     -2572.4566     -2595.4082    
   1150000   2915.591      -1255.8658      12419.207     -2886.3825      325.23857     -2561.1439     -2570.8787    
   1151000   3155.3732     -177.33396      12419.207     -2886.1131      351.98663     -2534.1265     -2535.5011    
   1152000   2981.6082     -5805.2014      12419.207     -2895.8961      332.60288     -2563.2932     -2608.292     
   1153000   3035.3647      72.715842      12419.207     -2886.2779      338.5995      -2547.6784     -2547.1147    
   1154000   2966.2172     -1981.4453      12419.207     -2884.1939      330.886       -2553.3079     -2568.667     
   1155000   3015.1624      3452.3477      12419.207     -2878.0946      336.34591     -2541.7487     -2514.9879    
   1156000   2977.0301     -1072.7128      12419.207     -2883.991       332.09219     -2551.8988     -2560.2139    
   1157000   2994.3652     -5910.0249      12419.207     -2896.9868      334.02595     -2562.9609     -2608.7722    
   1158000   2993.3261      4.6032096      12419.207     -2882.9649      333.91003     -2549.0549     -2549.0192    
   1159000   2991.556       5125.1305      12419.207     -2874.1729      333.71257     -2540.4603     -2500.7331    
   1160000   3093.3643      5.9466226      12419.207     -2882.8929      345.06945     -2537.8235     -2537.7774    
   1161000   2963.1103      656.70563      12419.207     -2881.8922      330.53942     -2551.3528     -2546.2624    
   1162000   3091.0884      4485.2632      12419.207     -2872.7673      344.81556     -2527.9518     -2493.1844    
   1163000   3142.9243     -1852.1474      12419.207     -2888.8442      350.59794     -2538.2463     -2552.6031    
   1164000   3096.339      -4806.0855      12419.207     -2895.3564      345.40127     -2549.9552     -2587.2093    
   1165000   2869.9941     -1089.3225      12419.207     -2886.3074      320.15217     -2566.1553     -2574.5991    
   1166000   3032.8339     -7406.3408      12419.207     -2895.7709      338.31719     -2557.4537     -2614.8636    
   1167000   2976.3693     -1795.4549      12419.207     -2885.7716      332.01848     -2553.7531     -2567.6705    
   1168000   3003.7531     -3668.7897      12419.207     -2882.2941      335.07318     -2547.2209     -2575.6594    
   1169000   2914.4988     -343.49839      12419.207     -2879.3284      325.11673     -2554.2117     -2556.8743    
   1170000   2852.6658     -6070.0062      12419.207     -2892.9616      318.21916     -2574.7424     -2621.7938    
   1171000   3044.847      -889.76144      12419.207     -2890.3449      339.65726     -2550.6876     -2557.5846    
   1172000   3068.8856      114.41569      12419.207     -2886.2531      342.3388      -2543.9143     -2543.0274    
   1173000   2951.1823      4060.4474      12419.207     -2871.3339      329.20882     -2542.1251     -2510.6507    
   1174000   2992.768      -2345.3616      12419.207     -2889.104       333.84777     -2555.2562     -2573.4362    
   1175000   2958.3897      1698.1115      12419.207     -2880.5245      330.01282     -2550.5117     -2537.3488    
   1176000   3101.7507      305.23712      12419.207     -2888.7346      346.00496     -2542.7297     -2540.3636    
   1177000   2896.0683     -5095.5995      12419.207     -2891.3709      323.06078     -2568.3101     -2607.8084    
   1178000   2960.1568     -1074.4276      12419.207     -2888.2589      330.20994     -2558.0489     -2566.3773    
   1179000   3158.4802      6137.1048      12419.207     -2875.5698      352.33322     -2523.2366     -2475.6651    
   1180000   2991.1203      210.82019      12419.207     -2886.6319      333.66397     -2552.968      -2551.3338    
   1181000   2983.4609      1185.1744      12419.207     -2882.7378      332.80956     -2549.9282     -2540.7414    
   1182000   3065.2053     -4072.321       12419.207     -2892.5094      341.92826     -2550.5812     -2582.1476    
   1183000   2927.3023     -7666.1356      12419.207     -2898.0468      326.54498     -2571.5018     -2630.9255    
   1184000   2964.9955     -6913.9898      12419.207     -2895.3021      330.74971     -2564.5524     -2618.146     
   1185000   2993.5097     -4254.746       12419.207     -2894.1915      333.93052     -2560.2609     -2593.2414    
   1186000   2959.8456      605.89024      12419.207     -2878.6407      330.17523     -2548.4655     -2543.769     
   1187000   3102.5358     -2400.1307      12419.207     -2890.0188      346.09253     -2543.9262     -2562.5308    
   1188000   2950.4533     -742.64996      12419.207     -2880.716       329.1275      -2551.5885     -2557.3451    
   1189000   3069.4458     -5644.0959      12419.207     -2898.0091      342.4013      -2555.6078     -2599.3578    
   1190000   2976.8842      1513.7515      12419.207     -2880.5663      332.07592     -2548.4904     -2536.7566    
   1191000   2923.5835      3962.8357      12419.207     -2874.1955      326.13015     -2548.0653     -2517.3476    
   1192000   3286.3535      3062.9343      12419.207     -2881.9515      366.59768     -2515.3538     -2491.6116    
   1193000   2974.317      -1787.5693      12419.207     -2891.6891      331.78954     -2559.8995     -2573.7558    
   1194000   2933.3269     -1146.7616      12419.207     -2889.3106      327.21703     -2562.0936     -2570.9827    
   1195000   3069.9698     -2944.9462      12419.207     -2883.1866      342.45975     -2540.7268     -2563.5545    
   1196000   3068.5354     -6543.7137      12419.207     -2896.9323      342.29974     -2554.6326     -2605.3559    
   1197000   3047.8062     -6997.1412      12419.207     -2900.9134      339.98737     -2560.926      -2615.1641    
   1198000   2970.5253     -5342.3906      12419.207     -2898.4688      331.36657     -2567.1022     -2608.5136    
   1199000   2939.1134     -1168.0762      12419.207     -2885.7466      327.86252     -2557.8841     -2566.9384    
   1200000   3077.355       2009.2763      12419.207     -2880.2414      343.28358     -2536.9578     -2521.3829    
   1201000   3054.682       5230.6714      12419.207     -2877.6879      340.75438     -2536.9335     -2496.3882    
   1202000   2989.333       1262.4194      12419.207     -2878.809       333.4646      -2545.3444     -2535.5588    
   1203000   2934.3338      1297.2906      12419.207     -2879.3104      327.32935     -2551.9811     -2541.9252    
   1204000   2950.1556      997.09296      12419.207     -2882.2483      329.0943      -2553.154      -2545.4251    
   1205000   3003.0451     -3517.9997      12419.207     -2890.3029      334.9942      -2555.3087     -2582.5784    
   1206000   3048.5742      191.83273      12419.207     -2886.2979      340.07304     -2546.2249     -2544.7379    
   1207000   3045.0727      1200.7906      12419.207     -2879.125       339.68244     -2539.4425     -2530.1347    
   1208000   3026.0737     -1454.1043      12419.207     -2893.5054      337.56308     -2555.9423     -2567.2137    
   1209000   2886.0761      1297.4087      12419.207     -2882.1003      321.94613     -2560.1541     -2550.0973    
   1210000   3018.0569      6442.7271      12419.207     -2870.19        336.66879     -2533.5212     -2483.5807    
   1211000   3022.2173     -2103.2273      12419.207     -2893.3531      337.13289     -2556.2202     -2572.5233    
   1212000   2911.7978      2829.2141      12419.207     -2881.3474      324.81542     -2556.532      -2534.6015    
   1213000   3021.2536     -7086.5087      12419.207     -2896.2534      337.02539     -2559.228      -2614.1588    
   1214000   2984.5971      1238.9245      12419.207     -2882.3343      332.9363      -2549.398      -2539.7945    
   1215000   2947.8084     -6042.9677      12419.207     -2890.1859      328.83246     -2561.3535     -2608.1953    
   1216000   3062.8876     -232.51674      12419.207     -2888.4122      341.66972     -2546.7425     -2548.5448    
   1217000   3019.9913      2661.9963      12419.207     -2881.347       336.88457     -2544.4625     -2523.8281    
   1218000   3074.8449     -2022.0212      12419.207     -2889.0073      343.00358     -2546.0037     -2561.6773    
   1219000   3026.0862      3666.8112      12419.207     -2877.8923      337.56447     -2540.3279     -2511.9047    
   1220000   2967.7248     -5140.4368      12419.207     -2894.7711      331.05417     -2563.7169     -2603.5628    
   1221000   2962.3617     -2288.6403      12419.207     -2892.7357      330.45591     -2562.2798     -2580.0201    
   1222000   2992.8185     -1692.1681      12419.207     -2882.2427      333.8534      -2548.3893     -2561.5061    
   1223000   3024.6879     -217.64269      12419.207     -2885.4524      337.40849     -2548.0439     -2549.7309    
   1224000   3024.2309      2996.3845      12419.207     -2876.9321      337.35751     -2539.5746     -2516.3483    
   1225000   3154.229      -72.218976      12419.207     -2885.2589      351.85899     -2533.3999     -2533.9597    
   1226000   3023.3224      2031.6279      12419.207     -2882.1312      337.25616     -2544.8751     -2529.127     
   1227000   2970.2944     -3512.8457      12419.207     -2893.1799      331.34082     -2561.8391     -2589.0688    
   1228000   2867.1454     -2619.3871      12419.207     -2885.6324      319.83439     -2565.798      -2586.1021    
   1229000   3037.6325     -6567.2147      12419.207     -2898.1556      338.85248     -2559.3031     -2610.2086    
   1230000   3179.2188      2631.2964      12419.207     -2880.0081      354.64664     -2525.3615     -2504.9651    
   1231000   2940.3567      3156.2641      12419.207     -2878.3346      328.00122     -2550.3334     -2525.8678    
   1232000   3044.518      -2728.3322      12419.207     -2888.7754      339.62056     -2549.1548     -2570.3034    
   1233000   3001.5862      2447.8074      12419.207     -2881.2439      334.83146     -2546.4125     -2527.4384    
   1234000   2933.4201      3016.5159      12419.207     -2878.5756      327.22742     -2551.3482     -2527.9658    
   1235000   2976.4609      3263.4151      12419.207     -2877.3904      332.02869     -2545.3617     -2520.0655    
   1236000   2971.8974      4758.0058      12419.207     -2877.4301      331.51963     -2545.9105     -2509.029     
   1237000   3032.1599     -5789.1952      12419.207     -2896.2905      338.242       -2558.0485     -2602.9232    
   1238000   3110.6305     -103.9792       12419.207     -2885.656       346.99551     -2538.6605     -2539.4665    
   1239000   3100.0426     -4738.0841      12419.207     -2890.5134      345.81441     -2544.699      -2581.4261    
   1240000   3028.9884     -9543.2238      12419.207     -2904.4589      337.88822     -2566.5706     -2640.5446    
   1241000   3031.5944      724.1148       12419.207     -2882.3756      338.17892     -2544.1967     -2538.5837    
   1242000   2979.6521      1909.1603      12419.207     -2885.3308      332.38468     -2552.9462     -2538.1474    
   1243000   2971.1824     -8684.5972      12419.207     -2899.9205      331.43987     -2568.4806     -2635.799     
   1244000   3042.9561      618.82077      12419.207     -2880.7885      339.44633     -2541.3422     -2536.5454    
   1245000   2992.3769     -7466.7139      12419.207     -2896.0744      333.80415     -2562.2702     -2620.1482    
   1246000   3028.754      -4048.2936      12419.207     -2887.54        337.86207     -2549.678      -2581.0581    
   1247000   2974.8907     -5276.3795      12419.207     -2893.5267      331.85353     -2561.6731     -2602.5728    
   1248000   2974.762      -1878.1672      12419.207     -2887.8337      331.83918     -2555.9945     -2570.553     
   1249000   2969.8594      2645.921       12419.207     -2880.307       331.29229     -2549.0148     -2528.505     
   1250000   3016.0235      334.81096      12419.207     -2890.121       336.44196     -2553.6791     -2551.0838    
   1251000   3121.1595      1432.028       12419.207     -2884.5004      348.17004     -2536.3303     -2525.23      
   1252000   2935.3317      4876.6644      12419.207     -2879.7513      327.44067     -2552.3107     -2514.5094    
   1253000   3050.2708     -2431.6258      12419.207     -2889.6847      340.26229     -2549.4224     -2568.271     
   1254000   3091.9235     -1797.7081      12419.207     -2893.3877      344.90871     -2548.479      -2562.4138    
   1255000   3094.8249     -3004.5485      12419.207     -2897.7875      345.23237     -2552.5551     -2575.8447    
   1256000   3182.3935      1423.6899      12419.207     -2882.124       355.00078     -2527.1232     -2516.0875    
   1257000   3058.5878     -4244.4431      12419.207     -2891.2775      341.19007     -2550.0874     -2582.988     
   1258000   3035.3133      8491.4532      12419.207     -2871.2495      338.59377     -2532.6557     -2466.8346    
   1259000   3049.7181     -60.979562      12419.207     -2882.2155      340.20065     -2542.0148     -2542.4875    
   1260000   2987.9928      2274.672       12419.207     -2880.4221      333.3151      -2547.107      -2529.4749    
   1261000   2968.5904     -3514.1123      12419.207     -2881.984       331.15073     -2550.8333     -2578.0728    
   1262000   2919.6866     -243.53175      12419.207     -2885.5477      325.69543     -2559.8523     -2561.74      
   1263000   2888.1684     -1828.1983      12419.207     -2887.1771      322.17953     -2564.9976     -2579.1688    
   1264000   3039.0886      9546.6218      12419.207     -2867.9779      339.01491     -2528.963      -2454.9627    
   1265000   3017.3748     -2748.6496      12419.207     -2889.2512      336.5927      -2552.6585     -2573.9646    
   1266000   3119.8783      8415.1721      12419.207     -2870.768       348.02712     -2522.7409     -2457.511     
   1267000   3003.551      -2287.9966      12419.207     -2895.4529      335.05064     -2560.4023     -2578.1376    
   1268000   2960.6664     -3685.7978      12419.207     -2893.7232      330.26679     -2563.4564     -2592.0267    
   1269000   3011.4827      2357.8631      12419.207     -2884.5983      335.93543     -2548.6629     -2530.386     
   1270000   2968.6745      674.74732      12419.207     -2875.1554      331.16011     -2543.9953     -2538.765     
   1271000   2811.4424     -9690.6821      12419.207     -2903.9864      313.62064     -2590.3658     -2665.4827    
   1272000   3005.6814      6397.8539      12419.207     -2871.2902      335.28829     -2536.0019     -2486.4092    
   1273000   3020.4141     -1070.6722      12419.207     -2890.6014      336.93174     -2553.6697     -2561.9689    
   1274000   3087.3742     -554.88855      12419.207     -2886.5856      344.40124     -2542.1843     -2546.4855    
   1275000   3209.3659      4560.9965      12419.207     -2878.3316      358.0096      -2520.322      -2484.9676    
   1276000   2983.4036     -86.565712      12419.207     -2885.5153      332.80317     -2552.7121     -2553.3832    
   1277000   2969.075      -565.50764      12419.207     -2884.8435      331.20479     -2553.6387     -2558.0222    
   1278000   2915.0943      5732.3389      12419.207     -2872.4046      325.18315     -2547.2214     -2502.7874    
   1279000   3000.583      -2915.8285      12419.207     -2887.3258      334.71955     -2552.6062     -2575.2081    
   1280000   2944.9427      1328.2825      12419.207     -2882.4284      328.51279     -2553.9156     -2543.6195    
   1281000   2953.2858     -1063.5313      12419.207     -2885.3141      329.44348     -2555.8707     -2564.1146    
   1282000   2994.1769     -4612.3092      12419.207     -2895.5292      334.00494     -2561.5243     -2597.2764    
   1283000   2836.7264     -4420.2637      12419.207     -2893.6587      316.4411      -2577.2176     -2611.4811    
   1284000   2823.3336      711.55363      12419.207     -2880.6368      314.94711     -2565.6897     -2560.1741    
   1285000   2882.9903      27.540391      12419.207     -2883.1399      321.6019      -2561.538      -2561.3245    
   1286000   2981.3105     -3508.0044      12419.207     -2887.6274      332.56968     -2555.0578     -2582.2499    
   1287000   3166.9445      5888.1643      12419.207     -2876.5113      353.27742     -2523.2339     -2477.592     
   1288000   3148.2582     -5092.2152      12419.207     -2902.6312      351.19294     -2551.4383     -2590.9104    
   1289000   2779.6509      3511.0812      12419.207     -2874.1618      310.07424     -2564.0875     -2536.8715    
   1290000   2894.9354      950.71231      12419.207     -2881.4301      322.9344      -2558.4957     -2551.1263    
   1291000   2995.7207      3391.5556      12419.207     -2881.205       334.17716     -2547.0279     -2520.7384    
   1292000   2984.0308     -63.68855       12419.207     -2885.0887      332.87313     -2552.2156     -2552.7093    
   1293000   3038.6689     -1180.2454      12419.207     -2890.3028      338.96809     -2551.3347     -2560.4833    
   1294000   3015.5747     -4459.3869      12419.207     -2894.851       336.3919      -2558.4591     -2593.0259    
   1295000   3023.4087     -3874.6398      12419.207     -2891.7239      337.26579     -2554.4581     -2584.4923    
   1296000   3061.1756     -3823.5328      12419.207     -2892.9295      341.47875     -2551.4507     -2581.0887    
   1297000   2971.5607      1180.3554      12419.207     -2882.7997      331.48207     -2551.3176     -2542.1681    
   1298000   3138.6122     -89.558255      12419.207     -2892.5761      350.11691     -2542.4592     -2543.1534    
   1299000   3010.8619     -5649.0573      12419.207     -2894.2825      335.86618     -2558.4163     -2602.2048    
   1300000   2935.9333     -760.24695      12419.207     -2883.8865      327.50778     -2556.3787     -2562.2718    
   1301000   2944.3287     -2401.2579      12419.207     -2886.4692      328.4443      -2558.0249     -2576.6381    
   1302000   2943.2423      6988.3088      12419.207     -2865.9605      328.32311     -2537.6374     -2483.4678    
   1303000   3017.2557      7275.3789      12419.207     -2876.3007      336.57942     -2539.7212     -2483.3264    
   1304000   3032.3539      2970.339       12419.207     -2878.0534      338.26364     -2539.7898     -2516.7653    
   1305000   3082.8223     -3342.6563      12419.207     -2894.103       343.89347     -2550.2095     -2576.12      
   1306000   2957.4858     -4468.6357      12419.207     -2889.5365      329.91199     -2559.6245     -2594.263     
   1307000   3151.4141      633.25278      12419.207     -2880.6657      351.54499     -2529.1207     -2524.2121    
